study,variable_id,wave,option_code,label_en,label_en_male,label_es,label_es_male
hmb,mb_b0700n,2,n,Other,,Otro,
hmb,mb_b0700o,2,o,None of the above,,Ninguno,
hmb,mb_b0800a,2,a,Amoxicillin,,Amoxicilina,
hmb,mb_b0800b,2,b,Tetracycline,,Tetraciclina,
hmb,mb_b0800c,2,c,Terramycin,,Terramicina,
hmb,mb_b0800d,2,d,Ampicillin,,Ampicilina,
hmb,mb_b0800e,2,e,Erythromycin,,Eritromicina,
hmb,mb_b0800f,2,f,Doxycycline,,Dicloxacilina,
hmb,mb_b0800g,2,g,Injection,,Injeccion,
hmb,mb_b0800h,2,h,Other,,Otro,
hmb,mb_b0900a,2,a,Folic Acid,,Ácido Fólico,
hmb,mb_b0900b,2,b,Multivitamins,,Multivitaminas,
hmb,mb_b0900c,2,c,Vitamin-B Complex,,Complejo B,
hmb,mb_b0900d,2,d,Ferrous Sulfate,,Sulfato Ferroso,
hmb,mb_b0900e,2,e,Vitamin D,,Vitamina D,
hmb,mb_b0900f,2,f,Other,,Otro,
hmb,mb_b0910a,2,a,Enalapril,,Enalapril,
hmb,mb_b0910b,2,b,Irbesartan,,Irbesartan,
hmb,mb_b0910c,2,c,Losartan,,Losartan,
hmb,mb_b0910d,2,d,Nifedipine,,Nifedipina,
hmb,mb_b0910e,2,e,Other,,Otro,
hmb,mb_b0920a,2,a,Metformin,,Metformina,
hmb,mb_b0920b,2,b,Glibenclamide,,Glibenclamida,
hmb,mb_b0920c,2,c,Glimepiride,,Glimepirida,
hmb,mb_b0920d,2,d,Injected Insulin,,Insulina inyectada,
hmb,mb_b0920e,2,e,Other,,Otro,
hmb,mb_b0930a,2,a,Omeprazole,,Omeprazol,
hmb,mb_b0930b,2,b,Lansoprazole,,Lansoprazol,
hmb,mb_b0930c,2,c,Alka-Gel,,Alka-Gel,
hmb,mb_b0930d,2,d,Milk of Magnesia,,Hidroxicor,
hmb,mb_b0930e,2,e,Maalox,,Maalox,
hmb,mb_b0930f,2,f,Other,,Otro,
hmb,mb_b1100a,2,a,Painkillers,,Pastillas para el dolor,
hmb,mb_b1100b,2,b,Antibiotics (oral or injected),,Antibióticos (oral o injectado),
hmb,mb_b1100c,2,c,Anti-Diarrheal medication,,Anti-diarreico,
hmb,mb_b1100d,2,d,Anti-parasite medication,,Anti-parásitos,
hmb,mb_b1100e,2,e,Anti-fungal medication,,Anti-micótico oral (anti-hongos),
hmb,mb_b1100f,2,f,Vitamins or other supplements,,Vitaminas u otros suplementos,
hmb,mb_b1100g,2,g,Anti-hypertensives (blood pressure lowering),,Anti-hipertensivos (para bajar la presion),
hmb,mb_b1100h,2,h,Anti-diabetics (to treat diabetes),,Anti-diabeticos (para tratar la diabetes),
hmb,mb_b1100i,2,i,Antiacids,,Antiacidos,
hmb,mb_b1100j,2,j,Laxatives,,Laxantes,
hmb,mb_b1100k,2,k,Zinc,,Zinc,
hmb,mb_b1100l,2,l,Home remedy,,Remedio casero,
hmb,mb_b1100m,2,m,Probiotics,,Probióticos,
hmb,mb_b1100n,2,n,Other,,Otro,
hmb,mb_b1100o,2,o,None of the above,,Ninguno,
hmb,mb_b1200a,2,a,Amoxicillin,,Amoxicilina,
hmb,mb_b1200b,2,b,Tetracycline,,Tetraciclina,
hmb,mb_b1200c,2,c,Terramycin,,Terramicina,
hmb,mb_b1200d,2,d,Ampicillin,,Ampicilina,
hmb,mb_b1200e,2,e,Erythromycin,,Eritromicina,
hmb,mb_b1200f,2,f,Doxycycline,,Dicloxacilina,
hmb,mb_b1200g,2,g,Injection,,Injeccion,
hmb,mb_b1200h,2,h,Other,,Otro,
hmb,mb_b1300a,2,a,Folic Acid,,Ácido Fólico,
hmb,mb_b1300b,2,b,Multivitamins,,Multivitaminas,
hmb,mb_b1300c,2,c,Vitamin-B Complex,,Complejo B,
hmb,mb_b1300d,2,d,Ferrous Sulfate,,Sulfato Ferroso,
hmb,mb_b1300e,2,e,Vitamin D,,Vitamina D,
hmb,mb_b1300f,2,f,Other,,Otro,
hmb,mb_b1310a,2,a,Enalapril,,Enalapril,
hmb,mb_b1310b,2,b,Irbesartan,,Irbesartan,
hmb,mb_b1310c,2,c,Losartan,,Losartan,
hmb,mb_b1310d,2,d,Nifedipine,,Nifedipina,
hmb,mb_b1310e,2,e,Other,,Otro,
hmb,mb_b1320a,2,a,Metformin,,Metformina,
hmb,mb_b1320b,2,b,Glibenclamide,,Glibenclamida,
hmb,mb_b1320c,2,c,Glimepiride,,Glimepirida,
hmb,mb_b1320d,2,d,Injected Insulin,,Insulina inyectada,
hmb,mb_b1320e,2,e,Other,,Otro,
hmb,mb_b1330a,2,a,Omeprazole,,Omeprazol,
hmb,mb_b1330b,2,b,Lansoprazole,,Lansoprazol,
hmb,mb_b1330c,2,c,Alka-Gel,,Alka-Gel,
hmb,mb_b1330d,2,d,Milk of Magnesia,,Hidroxicor,
hmb,mb_b1330e,2,e,Maalox,,Maalox,
hmb,mb_b1330f,2,f,Other,,Otro,
hmb,mb_b1500a,2,a,Amoxicillin,,Amoxicilina,
hmb,mb_b1500b,2,b,Tetracycline,,Tetraciclina,
hmb,mb_b1500c,2,c,Terramycin,,Terramicina,
hmb,mb_b1500d,2,d,Ampicillin,,Ampicilina,
hmb,mb_b1500e,2,e,Erythromycin,,Eritromicina,
hmb,mb_b1500f,2,f,Doxycycline,,Dicloxacilina,
hmb,mb_b1500g,2,g,Injection,,Injeccion,
hmb,mb_b1500h,2,h,Other,,Otro,
hmb,mb_b1500i,2,i,None,,Ninguno,
hmb,mb_b1600,2,1,Yes,,Sí,
hmb,mb_b1600,2,2,No,,No,
hmb,mb_b1610,2,1,Yes,,Sí,
hmb,mb_b1610,2,2,No,,No,
hmb,mb_b1700,2,1,Yes,,Sí,
hmb,mb_b1700,2,2,No,,No,
hmb,mb_b1900a,2,a,Diabetes (sugar in the blood),,Diabetes (azúcar en la sangre),
hmb,mb_b1900b,2,b,Allergies,,Alergias,
hmb,mb_b1900c,2,c,Cancer,,Cancer,
hmb,mb_b1900d,2,d,"Cystic fibrosis, which is a problem in the lungs",,"Fibrosis quística, que es un problema de los pulmones",
hmb,mb_b1900e,2,e,Heart disease,,Enfermedad del corazón,
hmb,mb_b1900f,2,f,"Endocrine illness, like any problem with the thyroid or pituitary gland or pancreas, obesity or polycystic ovaries",,"Enfermedad endocrina, como ser problemas de la tiroides, glándula pituitaria o el páncreas, problemas de obesidad, o de ovarios poliquisticos",
hmb,mb_b1900g,2,g,Renal failure (kidney failure that requires dialysis or transplant),,Insuficiencia renal (falla en los riñones que requiera dialisis o transplante),
hmb,mb_b1900h,2,h,Asthma,,Asma,
hmb,mb_b1900i,2,i,"Stomach illness, such as gastritis or ulcers",,Enfermedades del estómago como gastritis o úlceras estomacales,
hmb,mb_b1900j,2,j,Intestinal illness like colitis (inflammation in the colon) or frequent diarrhea,,"Enfermedad en los intestinos como colitis (inflamación en el colon), diarrea frecuente",
hmb,mb_b1900k,2,k,Arthritis,,Artritis,
hmb,mb_b1900l,2,l,Multiple Sclerosis (paralysis in the muscles),,Esclerosis multiple (parálisis de los músculos),
hmb,mb_b1900m,2,m,None of the above,,Ninguno,
hmb,mb_b1910,2,1,Yes,,Sí,
hmb,mb_b1910,2,2,No,,No,
hmb,mb_b1920,2,1,Yes,,Sí,
hmb,mb_b1920,2,2,No,,No,
hmb,mb_b1950,2,1,Not at all,,Para nada,
hmb,mb_b1950,2,2,Somewhat,,Un poco,
hmb,mb_b1950,2,3,Very much,,Mucho,
hmb,mb_b1960,2,1,Yes,,Sí,
hmb,mb_b1960,2,2,No,,No,
hmb,mb_b1980,2,1,Positive,,Positivo,
hmb,mb_b1980,2,2,Negative,,Negativo,
hmb,mb_b1980,2,3,Inconclusive,,Inconcluso,
hmb,mb_b1990a,2,1,Yes,,Sí,
hmb,mb_b1990a,2,2,No,,No,
hmb,mb_b1990b,2,1,Yes,,Sí,
hmb,mb_b1990b,2,2,No,,No,
hmb,mb_b1990c,2,1,Yes,,Sí,
hmb,mb_b1990c,2,2,No,,No,
hmb,mb_b1992a,2,1,Positive,,Positivo,
hmb,mb_b1992a,2,2,Negative,,Negativo,
hmb,mb_b1992a,2,3,Inconclusive,,Inconcluso,
hmb,mb_b1992b,2,1,Positive,,Positivo,
hmb,mb_b1992b,2,2,Negative,,Negativo,
hmb,mb_b1992b,2,3,Inconclusive,,Inconcluso,
hmb,mb_b1992c,2,1,Positive,,Positivo,
hmb,mb_b1992c,2,2,Negative,,Negativo,
hmb,mb_b1992c,2,3,Inconclusive,,Inconcluso,
hmb,mb_b1993,2,1,Yes,,Sí,
hmb,mb_b1993,2,2,No,,No,
hmb,mb_b1994,2,1,Yes,,Sí,
hmb,mb_b1994,2,2,No,,No,
hmb,mb_b2000,2,1,Yes,,Sí,
hmb,mb_b2000,2,2,No,,No,
hmb,mb_ba0100,2,1,Not at all,,Ningún día,
hmb,mb_ba0100,2,2,Several days,,Varios días,
hmb,mb_ba0100,2,3,Over half the days,,Más de la mitad de los días,
hmb,mb_ba0100,2,4,Nearly every day,,Casi todos los días,
hmb,mb_ba0200,2,1,Not at all,,Ningún día,
hmb,mb_ba0200,2,2,Several days,,Varios días,
hmb,mb_ba0200,2,3,Over half the days,,Más de la mitad de los días,
hmb,mb_ba0200,2,4,Nearly every day,,Casi todos los días,
hmb,mb_ba0300,2,1,Not at all,,Ningún día,
hmb,mb_ba0300,2,2,Several days,,Varios días,
hmb,mb_ba0300,2,3,Over half the days,,Más de la mitad de los días,
hmb,mb_ba0300,2,4,Nearly every day,,Casi todos los días,
hmb,mb_ba0400,2,1,Not at all,,Ningún día,
hmb,mb_ba0400,2,2,Several days,,Varios días,
hmb,mb_ba0400,2,3,Over half the days,,Más de la mitad de los días,
hmb,mb_ba0400,2,4,Nearly every day,,Casi todos los días,
hmb,mb_ba0500,2,1,Not at all,,Ningún día,
hmb,mb_ba0500,2,2,Several days,,Varios días,
hmb,mb_ba0500,2,3,Over half the days,,Más de la mitad de los días,
hmb,mb_ba0500,2,4,Nearly every day,,Casi todos los días,
hmb,mb_ba0600,2,1,Not at all,,Ningún día,
hmb,mb_ba0600,2,2,Several days,,Varios días,
hmb,mb_ba0600,2,3,Over half the days,,Más de la mitad de los días,
hmb,mb_ba0600,2,4,Nearly every day,,Casi todos los días,
hmb,mb_ba0700,2,1,Not at all,,Ningún día,
hmb,mb_ba0700,2,2,Several days,,Varios días,
hmb,mb_ba0700,2,3,Over half the days,,Más de la mitad de los días,
hmb,mb_ba0700,2,4,Nearly every day,,Casi todos los días,
hmb,mb_ba0800,2,1,Not at all,,Ningún día,
hmb,mb_ba0800,2,2,Several days,,Varios días,
hmb,mb_ba0800,2,3,Over half the days,,Más de la mitad de los días,
hmb,mb_ba0800,2,4,Nearly every day,,Casi todos los días,
hmb,mb_ba0900,2,1,Not at all,,Ningún día,
hmb,mb_ba0900,2,2,Several days,,Varios días,
hmb,mb_ba0900,2,3,Over half the days,,Más de la mitad de los días,
hmb,mb_ba0900,2,4,Nearly every day,,Casi todos los días,
hmb,mb_ba1000,2,1,Not at all,,Ningún día,
hmb,mb_ba1000,2,2,Several days,,Varios días,
hmb,mb_ba1000,2,3,Over half the days,,Más de la mitad de los días,
hmb,mb_ba1000,2,4,Nearly every day,,Casi todos los días,
hmb,mb_ba1100,2,1,Not at all,,Ningún día,
hmb,mb_ba1100,2,2,Several days,,Varios días,
hmb,mb_ba1100,2,3,Over half the days,,Más de la mitad de los días,
hmb,mb_ba1100,2,4,Nearly every day,,Casi todos los días,
hmb,mb_ba1200,2,1,Not at all,,Ningún día,
hmb,mb_ba1200,2,2,Several days,,Varios días,
hmb,mb_ba1200,2,3,Over half the days,,Más de la mitad de los días,
hmb,mb_ba1200,2,4,Nearly every day,,Casi todos los días,
hmb,mb_ba1300,2,1,Not at all,,Ningún día,
hmb,mb_ba1300,2,2,Several days,,Varios días,
hmb,mb_ba1300,2,3,Over half the days,,Más de la mitad de los días,
hmb,mb_ba1300,2,4,Nearly every day,,Casi todos los días,
hmb,mb_ba1400,2,1,Not at all,,Ningún día,
hmb,mb_ba1400,2,2,Several days,,Varios días,
hmb,mb_ba1400,2,3,Over half the days,,Más de la mitad de los días,
hmb,mb_ba1400,2,4,Nearly every day,,Casi todos los días,
hmb,mb_ba1500,2,1,Not at all,,Ningún día,
hmb,mb_ba1500,2,2,Several days,,Varios días,
hmb,mb_ba1500,2,3,Over half the days,,Más de la mitad de los días,
hmb,mb_ba1500,2,4,Nearly every day,,Casi todos los días,
hmb,mb_ba1600,2,1,Not at all,,Ningún día,
hmb,mb_ba1600,2,2,Several days,,Varios días,
hmb,mb_ba1600,2,3,Over half the days,,Más de la mitad de los días,
hmb,mb_ba1600,2,4,Nearly every day,,Casi todos los días,
hmb,mb_bc0100,2,1,Correct,,Correcto,
hmb,mb_bc0100,2,2,Incorrect,,Incorrecto,
hmb,mb_bc0200,2,1,Correct,,Correcto,
hmb,mb_bc0200,2,2,Incorrect,,Incorrecto,
hmb,mb_bc0300,2,1,Correct,,Correcto,
hmb,mb_bc0300,2,2,Incorrect,,Incorrecto,
hmb,mb_bc0400,2,1,Correct,,Correcto,
hmb,mb_bc0400,2,2,Incorrect,,Incorrecto,
hmb,mb_bc0500,2,1,Correct,,Correcto,
hmb,mb_bc0500,2,2,Incorrect,,Incorrecto,
hmb,mb_bc0600,2,1,Correct,,Correcto,
hmb,mb_bc0600,2,2,Incorrect,,Incorrecto,
hmb,mb_bc0900,2,1,Correct,,Correcto,
hmb,mb_bc0900,2,2,Correct with help,,Correcto con ayuda,
hmb,mb_bc0900,2,3,Incorrect,,Incorrecto,
hmb,mb_bc1000,2,1,Correct,,Correcto,
hmb,mb_bc1000,2,2,Correct with help,,Correcto con ayuda,
hmb,mb_bc1000,2,3,Incorrect,,Incorrecto,
hmb,mb_bc1100,2,1,Correct,,Correcto,
hmb,mb_bc1100,2,2,Correct with help,,Correcto con ayuda,
hmb,mb_bc1100,2,3,Incorrect,,Incorrecto,
hmb,mb_bc1200,2,1,Correct,,Correcto,
hmb,mb_bc1200,2,2,Correct with help,,Correcto con ayuda,
hmb,mb_bc1200,2,3,Incorrect,,Incorrecto,
hmb,mb_bc1300,2,1,Correct,,Correcto,
hmb,mb_bc1300,2,2,Correct with help,,Correcto con ayuda,
hmb,mb_bc1300,2,3,Incorrect,,Incorrecto,
hmb,mb_bc1400,2,1,Correct,,Correcto,
hmb,mb_bc1400,2,2,Correct with help,,Correcto con ayuda,
hmb,mb_bc1400,2,3,Incorrect,,Incorrecto,
hmb,mb_bd0100,2,1,Disagree strongly,,Muy en desacuerdo,
hmb,mb_bd0100,2,2,Disagree a little,,Un poco en desacuerdo,
hmb,mb_bd0100,2,3,Neither agree nor disagree,,Ni de acuerdo ni en desacuerdo,
hmb,mb_bd0100,2,4,Agree a little,,Un poco de acuerdo,
hmb,mb_bd0100,2,5,Agree strongly,,Muy de acuerdo,
hmb,mb_bd0200,2,1,Disagree strongly,,Muy en desacuerdo,
hmb,mb_bd0200,2,2,Disagree a little,,Un poco en desacuerdo,
hmb,mb_bd0200,2,3,Neither agree nor disagree,,Ni de acuerdo ni en desacuerdo,
hmb,mb_bd0200,2,4,Agree a little,,Un poco de acuerdo,
hmb,mb_bd0200,2,5,Agree strongly,,Muy de acuerdo,
hmb,mb_bd0300,2,1,Disagree strongly,,Muy en desacuerdo,
hmb,mb_bd0300,2,2,Disagree a little,,Un poco en desacuerdo,
hmb,mb_bd0300,2,3,Neither agree nor disagree,,Ni de acuerdo ni en desacuerdo,
hmb,mb_bd0300,2,4,Agree a little,,Un poco de acuerdo,
hmb,mb_bd0300,2,5,Agree strongly,,Muy de acuerdo,
hmb,mb_bd0400,2,1,Disagree strongly,,Muy en desacuerdo,
hmb,mb_bd0400,2,2,Disagree a little,,Un poco en desacuerdo,
hmb,mb_bd0400,2,3,Neither agree nor disagree,,Ni de acuerdo ni en desacuerdo,
hmb,mb_bd0400,2,4,Agree a little,,Un poco de acuerdo,
hmb,mb_bd0400,2,5,Agree strongly,,Muy de acuerdo,
hmb,mb_bd0500,2,1,Disagree strongly,,Muy en desacuerdo,
hmb,mb_bd0500,2,2,Disagree a little,,Un poco en desacuerdo,
hmb,mb_bd0500,2,3,Neither agree nor disagree,,Ni de acuerdo ni en desacuerdo,
hmb,mb_bd0500,2,4,Agree a little,,Un poco de acuerdo,
hmb,mb_bd0500,2,5,Agree strongly,,Muy de acuerdo,
hmb,mb_bd0600,2,1,Disagree strongly,,Muy en desacuerdo,
hmb,mb_bd0600,2,2,Disagree a little,,Un poco en desacuerdo,
hmb,mb_bd0600,2,3,Neither agree nor disagree,,Ni de acuerdo ni en desacuerdo,
hmb,mb_bd0600,2,4,Agree a little,,Un poco de acuerdo,
hmb,mb_bd0600,2,5,Agree strongly,,Muy de acuerdo,
hmb,mb_bd0700,2,1,Disagree strongly,,Muy en desacuerdo,
hmb,mb_bd0700,2,2,Disagree a little,,Un poco en desacuerdo,
hmb,mb_bd0700,2,3,Neither agree nor disagree,,Ni de acuerdo ni en desacuerdo,
hmb,mb_bd0700,2,4,Agree a little,,Un poco de acuerdo,
hmb,mb_bd0700,2,5,Agree strongly,,Muy de acuerdo,
hmb,mb_bd0800,2,1,Disagree strongly,,Muy en desacuerdo,
hmb,mb_bd0800,2,2,Disagree a little,,Un poco en desacuerdo,
hmb,mb_bd0800,2,3,Neither agree nor disagree,,Ni de acuerdo ni en desacuerdo,
hmb,mb_bd0800,2,4,Agree a little,,Un poco de acuerdo,
hmb,mb_bd0800,2,5,Agree strongly,,Muy de acuerdo,
hmb,mb_bd0900,2,1,Disagree strongly,,Muy en desacuerdo,
hmb,mb_bd0900,2,2,Disagree a little,,Un poco en desacuerdo,
hmb,mb_bd0900,2,3,Neither agree nor disagree,,Ni de acuerdo ni en desacuerdo,
hmb,mb_bd0900,2,4,Agree a little,,Un poco de acuerdo,
hmb,mb_bd0900,2,5,Agree strongly,,Muy de acuerdo,
hmb,mb_bd1000,2,1,Disagree strongly,,Muy en desacuerdo,
hmb,mb_bd1000,2,2,Disagree a little,,Un poco en desacuerdo,
hmb,mb_bd1000,2,3,Neither agree nor disagree,,Ni de acuerdo ni en desacuerdo,
hmb,mb_bd1000,2,4,Agree a little,,Un poco de acuerdo,
hmb,mb_bd1000,2,5,Agree strongly,,Muy de acuerdo,
hmb,mb_c0100,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c0100,2,2,Sure payment,,Pago seguro,
hmb,mb_c0200,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c0200,2,2,Sure payment,,Pago seguro,
hmb,mb_c0300,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c0300,2,2,Sure payment,,Pago seguro,
hmb,mb_c0400,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c0400,2,2,Sure payment,,Pago seguro,
hmb,mb_c0500,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c0500,2,2,Sure payment,,Pago seguro,
hmb,mb_c0600,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c0600,2,2,Sure payment,,Pago seguro,
hmb,mb_c0700,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c0700,2,2,Sure payment,,Pago seguro,
hmb,mb_c0800,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c0800,2,2,Sure payment,,Pago seguro,
hmb,mb_c0900,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c0900,2,2,Sure payment,,Pago seguro,
hmb,mb_c1000,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c1000,2,2,Sure payment,,Pago seguro,
hmb,mb_c1100,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c1100,2,2,Sure payment,,Pago seguro,
hmb,mb_c1200,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c1200,2,2,Sure payment,,Pago seguro,
hmb,mb_c1300,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c1300,2,2,Sure payment,,Pago seguro,
hmb,mb_c1400,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c1400,2,2,Sure payment,,Pago seguro,
hmb,mb_c1500,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c1500,2,2,Sure payment,,Pago seguro,
hmb,mb_c1600,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c1600,2,2,Sure payment,,Pago seguro,
hmb,mb_c1700,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c1700,2,2,Sure payment,,Pago seguro,
hmb,mb_c1800,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c1800,2,2,Sure payment,,Pago seguro,
hmb,mb_c1900,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c1900,2,2,Sure payment,,Pago seguro,
hmb,mb_c2000,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c2000,2,2,Sure payment,,Pago seguro,
hmb,mb_c2100,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c2100,2,2,Sure payment,,Pago seguro,
hmb,mb_c2200,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c2200,2,2,Sure payment,,Pago seguro,
hmb,mb_c2300,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c2300,2,2,Sure payment,,Pago seguro,
hmb,mb_c2400,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c2400,2,2,Sure payment,,Pago seguro,
hmb,mb_c2500,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c2500,2,2,Sure payment,,Pago seguro,
hmb,mb_c2600,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c2600,2,2,Sure payment,,Pago seguro,
hmb,mb_c2700,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c2700,2,2,Sure payment,,Pago seguro,
hmb,mb_c2800,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c2800,2,2,Sure payment,,Pago seguro,
hmb,mb_c2900,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c2900,2,2,Sure payment,,Pago seguro,
hmb,mb_c3000,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c3000,2,2,Sure payment,,Pago seguro,
hmb,mb_c3100,2,1,Flip a coin,,Lanzar una moneda,
hmb,mb_c3100,2,2,Sure payment,,Pago seguro,
hmb,mb_ca0100,2,1,Every day,,Todos los días,
hmb,mb_ca0100,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca0100,2,3,A few days per month,,Algunos días al mes,
hmb,mb_ca0100,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca0200,2,1,Every day,,Todos los días,
hmb,mb_ca0200,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca0200,2,3,A few days per month,,Algunos días al mes,
hmb,mb_ca0200,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca0300,2,1,Every day,,Todos los días,
hmb,mb_ca0300,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca0300,2,3,A few times per month,,Algunos días al mes,
hmb,mb_ca0300,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca0400,2,1,Every day,,Todos los días,
hmb,mb_ca0400,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca0400,2,3,A few days per month,,Algunos días al mes,
hmb,mb_ca0400,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca0500,2,1,Every day,,Todos los días,
hmb,mb_ca0500,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca0500,2,3,A few days per month,,Algunos días al mes,
hmb,mb_ca0500,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca0600,2,1,Every day,,Todos los días,
hmb,mb_ca0600,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca0600,2,3,A few days per month,,Algunos días al mes,
hmb,mb_ca0600,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca0700,2,1,Every day,,Todos los días,
hmb,mb_ca0700,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca0700,2,3,A few days per month,,Algunos días al mes,
hmb,mb_ca0700,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca0800,2,1,Every day,,Todos los días,
hmb,mb_ca0800,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca0800,2,3,A few times per month,,Algunos días al mes,
hmb,mb_ca0800,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca0900,2,1,Every day,,Todos los días,
hmb,mb_ca0900,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca0900,2,3,A few times per month,,Algunos días al mes,
hmb,mb_ca0900,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca1000,2,1,Every day,,Todos los días,
hmb,mb_ca1000,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca1000,2,3,A few days per month,,Algunos días al mes,
hmb,mb_ca1000,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca1100,2,1,Every day,,Todos los días,
hmb,mb_ca1100,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca1100,2,3,A few days per month,,Algunos días al mes,
hmb,mb_ca1100,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca1200,2,1,Every day,,Todos los días,
hmb,mb_ca1200,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca1200,2,3,A few days per month,,Algunos días al mes,
hmb,mb_ca1200,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca1300,2,1,Every day,,Todos los días,
hmb,mb_ca1300,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca1300,2,3,A few days per month,,Algunos días al mes,
hmb,mb_ca1300,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca1400,2,1,Every day,,Todos los días,
hmb,mb_ca1400,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca1400,2,3,A few days per month,,Algunos días al mes,
hmb,mb_ca1400,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca1500,2,1,Every day,,Todos los días,
hmb,mb_ca1500,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca1500,2,3,A few days per month,,Algunos días al mes,
hmb,mb_ca1500,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca1600,2,1,Every day,,Todos los días,
hmb,mb_ca1600,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca1600,2,3,A few days per month,,Algunos días al mes,
hmb,mb_ca1600,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca1700,2,1,Every day,,Todos los días,
hmb,mb_ca1700,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca1700,2,3,A few times per month,,Algunos días al mes,
hmb,mb_ca1700,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca1800,2,1,Every day,,Todos los días,
hmb,mb_ca1800,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca1800,2,3,A few times per month,,Algunos días al mes,
hmb,mb_ca1800,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca1900,2,1,Every day,,Todos los días,
hmb,mb_ca1900,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca1900,2,3,A few days per month,,Algunos días al mes,
hmb,mb_ca1900,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca2000,2,1,Every day,,Todos los días,
hmb,mb_ca2000,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca2000,2,3,A few days per month,,Algunos días al mes,
hmb,mb_ca2000,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca2100,2,1,Every day,,Todos los días,
hmb,mb_ca2100,2,2,A few days per week,,Algunos días a la semana,
hmb,mb_ca2100,2,3,A few days per month,,Algunos días al mes,
hmb,mb_ca2100,2,4,Never/rarely,,Nunca/raramente,
hmb,mb_ca2200,2,1,Every day,,Todos los días,
